,TPR,SPC,PPV,NPV,ACC,AUC,BER
0,0.7,0.7,0.6666666666666666,0.7313432835820896,0.7,0.7942857142857143,0.30000000000000004
1,0.6833333333333333,0.7714285714285715,0.7192982456140351,0.7397260273972602,0.7307692307692307,0.816904761904762,0.2726190476190476
2,0.8166666666666667,0.8142857142857143,0.7903225806451613,0.8382352941176471,0.8153846153846154,0.9135714285714286,0.18452380952380953
3,0.7,0.8285714285714286,0.7777777777777778,0.7631578947368421,0.7692307692307693,0.8526190476190476,0.2357142857142857
4,0.7666666666666667,0.8714285714285714,0.8363636363636363,0.8133333333333334,0.823076923076923,0.9230952380952382,0.18095238095238092
5,0.75,0.7681159420289855,0.7377049180327869,0.7794117647058824,0.7596899224806202,0.8137681159420289,0.24094202898550726
6,0.7833333333333333,0.6666666666666666,0.6714285714285714,0.7796610169491526,0.7209302325581395,0.8381642512077294,0.275
7,0.8333333333333334,0.8260869565217391,0.8064516129032258,0.8507462686567164,0.8294573643410853,0.8983091787439613,0.17028985507246375
8,0.8305084745762712,0.8405797101449275,0.8166666666666667,0.8529411764705882,0.8359375,0.9258167526406289,0.16445590763940066
9,0.7627118644067796,0.8260869565217391,0.7894736842105263,0.8028169014084507,0.796875,0.8486858265782362,0.20560058953574062
