6.952733333333340227e+01	6.900000000000000000e+01	4.643754980913629815e+00	2.358698145401310065e-01	7.279999999999999716e+01	2.463824597191289989e+00	6.700000000000000178e+00	3.863337777777779980e+00	2.200000000000000000e+01	2.156446032276010172e+01	2.156446032276020119e+01	6.950916666666660149e+01	6.895000000000000284e+01	4.651439826511250430e+00	2.463346199409519877e-01	7.270000000000000284e+01	2.419354356652799964e+00	6.700000000000000178e+00	3.882202777777770120e+00	2.119999999999999929e+01	2.163589245965500041e+01	2.163589245965500041e+01	2.143566666666670173e+01	2.160000000000000142e+01	5.012286971089960019e+00	1.727701434926799950e-01	2.510000000000000142e+01	2.290904095535290175e+00	7.599999999999999645e+00	4.168651111111119967e+00	2.189999999999999858e+01	2.512302068055819859e+01	2.512302068055809912e+01	9.442611111111109778e+01	9.500000000000000000e+01	2.807144225227910184e+00	-4.017475199817249987e+00	9.570000000000000284e+01	2.122599236935720057e+01	1.600000000000010081e+00	1.406664351851840022e+00	2.283333333333330017e+01	7.880058701230430174e+00	7.880058701230439944e+00	1.100000000000000000e+01	1.000000000000000000e+01	1.033333333333330017e+01	2.000000000000000000e+00	6.229019000000000261e+01	1.337666666666669926e+02	1.000000000000000000e+00
7.153058333333329699e+01	7.159999999999999432e+01	1.622625037732799980e+00	-2.490177227386149994e+00	7.240000000000000568e+01	1.927044533634629886e+01	1.600000000000010081e+00	1.063942500000000013e+00	1.835000000000039933e+01	2.632912013077380209e+00	2.632912013077380209e+00	6.665383333333339522e+01	7.050000000000000000e+01	1.320517843187949936e+01	-3.402998447436679896e+00	7.170000000000000284e+01	1.403382444067080037e+01	2.750000000000000000e+00	7.154842521367480224e+00	7.709999999999999432e+01	1.743767374177760132e+02	1.743767374177760132e+02	1.221470833333330042e+01	1.200000000000000000e+01	7.838140008857990004e-01	-5.080381257646389592e+00	1.200000000000000000e+01	1.028807967366700069e+02	4.598535017531849789e+00	4.062669444444449995e-01	1.580000000000000071e+01	6.143643879846030220e-01	6.143643879846050204e-01	8.844177777777780136e+01	9.800000000000000000e+01	2.258003147288179946e+01	-2.341365066407610218e+00	9.859999999999999432e+01	7.340214350928650155e+00	1.971747967479640096e+00	1.534391263775959935e+01	9.990000000000000568e+01	5.098578213163330020e+02	5.098578213163430064e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+00	7.847715999999999781e+01	1.170000000000000000e+02	0.000000000000000000e+00
1.030554999999999950e+02	1.024000000000000057e+02	6.178996932227810213e+00	2.825103003978389760e-01	1.071500000000000057e+02	2.321032946660159801e+00	8.550000000000009592e+00	5.064569999999999794e+00	2.819999999999999929e+01	3.818000308848070290e+01	3.818000308848080238e+01	1.009675972222219968e+02	1.007000000000000028e+02	6.762474937223429627e+00	-1.340348826553779960e-01	1.054000000000000057e+02	3.120250207885510108e+00	9.366489898989900809e+00	5.430670231481480315e+00	4.079999999999999716e+01	4.573106727657499704e+01	4.573106727657499704e+01	1.510449999999999982e+01	1.480000000000000071e+01	1.880876082602110033e+00	1.100266651126809991e+00	1.580000000000000071e+01	4.167139439556570402e+00	1.899999999999999911e+00	1.390531666666670052e+00	1.009999999999999964e+01	3.537694838104669781e+00	3.537694838104660011e+00	9.310590277777770041e+01	9.340000000000000568e+01	3.852822275242409944e+00	-1.826239451242529954e+00	9.500000000000000000e+01	6.977138152658720394e+00	2.251969696969700063e+00	2.346624410774420078e+00	2.111666666666669911e+01	1.484423948460410081e+01	1.484423948460410081e+01	1.500000000000000000e+01	1.500000000000000000e+01	1.500000000000000000e+01	1.000000000000000000e+00	4.654238000000000142e+01	1.069333333333329961e+02	0.000000000000000000e+00
9.079049999999999443e+01	9.170000000000000284e+01	6.036748321778939719e+00	-4.024019389930300061e-01	9.600000000000000000e+01	1.890287821873430030e+00	9.900000000000009237e+00	5.290323333333340372e+00	2.419999999999999929e+01	3.644233030050079947e+01	3.644233030050079947e+01	9.042755555555550018e+01	9.104999999999999716e+01	6.067726028168140218e+00	-3.211123746475990082e-01	9.579999999999999716e+01	1.823067598852140092e+00	1.000000000000000000e+01	5.329453333333329823e+00	2.410000000000000142e+01	3.681729915290920019e+01	3.681729915290920019e+01	2.473583333333339951e+01	2.460000000000000142e+01	2.162288554258040119e+00	4.499127686135530046e-01	2.589999999999999858e+01	3.465831587734890196e+00	2.600000000000000089e+00	1.648008333333329967e+00	1.340000000000000036e+01	4.675491791875339587e+00	4.675491791875350245e+00	9.409333333333340477e+01	9.500000000000000000e+01	5.020504497090430007e+00	-5.137906497737660061e+00	9.529999999999999716e+01	3.028498878526820093e+01	5.999999999999939826e-01	1.953755555555539924e+00	3.989999999999999858e+01	2.520546540530520119e+01	2.520546540530520119e+01	1.000000000000000000e+01	9.000000000000000000e+00	9.333333333333330373e+00	2.000000000000000000e+00	5.049969000000000108e+01	8.933333333333330017e+01	1.000000000000000000e+00
6.208466666666669909e+01	6.189999999999999858e+01	3.112068954492829942e+00	1.051401330750229984e-01	6.475000000000000000e+01	1.905460255303679906e+00	5.349999999999999645e+00	2.715488888888890173e+00	1.450000000000000000e+01	9.684973177518090282e+00	9.684973177518090282e+00	6.122468055555550137e+01	6.101458333333329875e+01	3.168779335506850092e+00	7.183650638894810425e-02	6.389999999999999858e+01	2.950062476151929847e+00	5.200000000000000178e+00	2.640388935185180141e+00	2.281666666666680143e+01	1.004116247713520060e+01	1.004116247713530008e+01	1.848250000000000171e+01	1.989999999999999858e+01	5.001800385377119795e+00	-1.348619106806999979e-01	2.250000000000000000e+01	1.677911838795129951e+00	1.050000000000000000e+01	4.429808333333340009e+00	1.980000000000000071e+01	2.501800709515870125e+01	2.501800709515860177e+01	9.075040277777779352e+01	9.800000000000000000e+01	1.926378808576840029e+01	-3.094199682792170059e+00	9.870000000000000284e+01	1.192828311426150023e+01	4.400000000000010125e+00	1.134447290911399975e+01	9.990000000000000568e+01	3.710935314133910197e+02	3.710935314133869838e+02	7.000000000000000000e+00	3.000000000000000000e+00	6.000000000000000000e+00	2.000000000000000000e+00	8.442932999999999311e+01	6.000000000000000000e+01	1.000000000000000000e+00
7.606550000000009959e+01	7.570000000000000284e+01	6.440838487135209789e+00	1.459864913910960127e-01	8.054999999999999716e+01	2.042096940117509973e+00	9.550000000000000711e+00	5.336981666666660296e+00	2.589999999999999858e+01	4.148440041736220252e+01	4.148440041736230199e+01	7.547873611111120340e+01	7.520000000000000284e+01	6.510801740071819665e+00	2.016203647855120129e-01	8.004999999999999716e+01	2.038559301985300110e+00	9.649999999999989697e+00	5.402938240740740028e+00	2.650000000000000000e+01	4.239053929852219937e+01	4.239053929852219937e+01	1.513929166666670056e+01	1.530000000000000071e+01	2.170241963265380214e+00	6.092175828108809671e-02	1.700000000000000000e+01	1.691035915767920006e+00	4.000000000000000000e+00	1.960235972222220013e+00	9.300000000000000711e+00	4.709950179117980085e+00	4.709950179117970315e+00	9.296648611111109517e+01	9.800000000000000000e+01	1.384270203192120086e+01	-2.809632675441680050e+00	9.900000000000000000e+01	1.013949344987769940e+01	2.216379310344819942e+00	8.700300693000029284e+00	6.660000000000030695e+01	1.916203995445559940e+02	1.916203995445569888e+02	7.000000000000000000e+00	7.000000000000000000e+00	7.000000000000000000e+00	1.000000000000000000e+00	7.314133999999999958e+01	7.129999999999999716e+01	1.000000000000000000e+00
7.837675000000010073e+01	8.090000000000000568e+01	1.519648814985979968e+01	-3.202544155156469952e+00	8.579999999999999716e+01	1.385530205513430069e+01	7.399999999999989697e+00	8.020721317204280609e+00	9.759999999999999432e+01	2.309332520888299882e+02	2.309332520888310114e+02	7.781144444444440467e+01	8.059999999999999432e+01	1.488071189522359994e+01	-3.279640920940929849e+00	8.459999999999999432e+01	1.428937494501449912e+01	6.500000000000000000e+00	7.924750680024300387e+00	9.429999999999999716e+01	2.214355865086490098e+02	2.214355865086479866e+02	1.371205555555559918e+01	1.390000000000000036e+01	3.883067848967970193e+00	-3.254078511994349943e-01	1.600000000000000000e+01	5.105475636597460287e+00	4.599999999999999645e+00	2.907132182756519967e+00	2.650000000000000000e+01	1.507821591968870045e+01	1.507821591968870045e+01	5.500052083333339681e+01	5.542967479674800302e+01	2.618833997046899853e+01	-8.959859334531790342e-02	7.420636856368560075e+01	2.262309161049299799e+00	3.750578784359279894e+01	2.155863899002419970e+01	9.990000000000000568e+01	6.858291504088659849e+02	6.858291504088649617e+02	1.100000000000000000e+01	3.000000000000000000e+00	6.750000000000000000e+00	2.000000000000000000e+00	5.762480999999999653e+01	6.896666666666669698e+01	0.000000000000000000e+00
9.414000000000000057e+01	9.429999999999999716e+01	3.818818179377649891e+00	-2.223468975619380117e-01	9.729999999999999716e+01	2.324763936956879995e+00	6.099999999999989875e+00	3.200000000000000178e+00	1.900000000000000000e+01	1.458337228714520073e+01	1.458337228714520073e+01	8.276436111111119942e+01	9.140000000000000568e+01	2.299259311167149988e+01	-2.174053006244990094e+00	9.459999999999999432e+01	6.590791512392789819e+00	6.949999999999990408e+00	1.591834925925919997e+01	1.012000000000000028e+02	5.286593379988829611e+02	5.286593379988829611e+02	1.272433333333339966e+01	1.219999999999999929e+01	2.787212851821299964e+00	8.463084098934470223e-01	1.440000000000000036e+01	3.647605040643690177e+00	3.600000000000000089e+00	2.223812222222219859e+00	1.600000000000000000e+01	7.768555481357809711e+00	7.768555481357820369e+00	9.622266666666669721e+01	9.640000000000000568e+01	1.874136756702470041e+00	-2.218528845324709842e+00	9.740000000000000568e+01	1.914593809017879877e+01	2.400000000000010125e+00	1.362271111111120092e+00	1.980000000000000071e+01	3.512388582823250172e+00	3.512388582823259942e+00	1.500000000000000000e+01	1.500000000000000000e+01	1.500000000000000000e+01	1.000000000000000000e+00	6.955925999999999476e+01	1.110000000000000000e+02	1.000000000000000000e+00
1.010721666666670018e+02	9.779999999999999716e+01	8.721658147410350281e+00	5.493625875294240180e-01	1.072500000000000000e+02	1.936997594908530074e+00	1.359999999999999964e+01	7.715050000000010400e+00	2.930000000000000071e+01	7.606732084028929819e+01	7.606732084028939767e+01	1.002947222222220063e+02	9.690000000000000568e+01	9.145166211241059884e+00	5.723976471976649494e-01	1.070000000000000000e+02	2.079358077455419895e+00	1.440000000000000036e+01	7.965503703703689986e+00	4.291666666666819907e+01	8.363406503122520519e+01	8.363406503122510571e+01	2.708233333333329895e+01	2.639999999999999858e+01	4.323456373540979669e+00	9.093127237784340289e-02	3.150000000000000000e+01	1.613149365268550017e+00	8.500000000000000000e+00	3.882273333333329912e+00	1.960000000000000142e+01	1.869227501391209856e+01	1.869227501391209856e+01	9.535656944444440342e+01	9.900000000000000000e+01	9.429584019438850717e+00	-3.147227915772830009e+00	9.900000000000000000e+01	1.248078339303859963e+01	1.000000000000000000e+00	5.649889845679069822e+00	5.023333333333530248e+01	8.891705477965649607e+01	8.891705477965659554e+01	1.100000000000000000e+01	8.000000000000000000e+00	9.333333333333330373e+00	1.000000000000000000e+00	6.890744999999999720e+01	7.666666666666669983e+01	1.000000000000000000e+00
1.099691666666669931e+02	1.094000000000000057e+02	4.300952952473189761e+00	5.290784279839050308e-01	1.125999999999999943e+02	2.735758250461819863e+00	5.500000000000000000e+00	3.334027777777779811e+00	2.000000000000000000e+01	1.849819629938789944e+01	1.849819629938789944e+01	1.099051666666670002e+02	1.094000000000000057e+02	4.312580885662460339e+00	5.176437175335000251e-01	1.129000000000000057e+02	2.731322939980359799e+00	5.800000000000009592e+00	3.346533333333360005e+00	2.150000000000000000e+01	1.859835389538120154e+01	1.859835389538120154e+01	2.735866666666670000e+01	2.769999999999999929e+01	3.588792510832340188e+00	-1.391956505165000135e-01	2.989999999999999858e+01	2.687944140187279896e+00	5.250000000000000000e+00	2.930849292929289973e+00	2.230000000000000071e+01	1.287943168580629916e+01	1.287943168580629916e+01	9.358438888888899498e+01	9.950000000000000000e+01	1.446680996467219948e+01	-2.483913933073170099e+00	9.970000000000000284e+01	8.279114139513620074e+00	5.000000000000000000e-01	9.790502592592520870e+00	6.666666666666550611e+01	2.092885905539399971e+02	2.092885905539399971e+02	1.000000000000000000e+01	9.000000000000000000e+00	9.500000000000000000e+00	2.000000000000000000e+00	6.980048999999999637e+01	7.533333333333330017e+01	1.000000000000000000e+00
